meme dangereux kima blida fiparout fi parout	ADV ADJ ADV PROPN _ ADP ADV
123 rana m3ak ya ss3dan vive l'algerie l' algerie	INTJ VERB PRON INTJ PROPN VERB _ DET PROPN
si pour le commentaire numero 46 wa fir3awena di ewtedde e wtedde	VERB ADP DET NOUN NOUN NUM CCONJ PROPN ADP _ DET NOUN
si non hna en retard nesshakou 4g 4 g 3andna les portables w kayen draham khassna el ray !!!!	CCONJ X PRON ADP NOUN VERB _ NUM NOUN PRON DET NOUN CCONJ VERB NOUN VERB DET NOUN PUNCT
sa3dan sayé sa y é c bn fin d contra ha bezaf allah ya3tik el saha waseltna lel l el mondial w chekeltha w ga3 mai ma3lich rabi ykhalik sa fait un gro plaisir min l3abna	PROPN _ PRON PRON VERB VERB ADJ NOUN ADP NOUN INTJ ADV PROPN VERB DET NOUN VERB _ ADP DET NOUN CCONJ VERB CCONJ ADV CCONJ INTJ PROPN VERB PRON VERB DET ADJ NOUN ADV VERB
malkoum m3a9din mn ls marocain	ADV ADJ ADP DET NOUN
rabi m3an	PROPN PRON
Serum , anésthésie , w m3ah srir fe cimetiere	NOUN PUNCT ADJ PUNCT CCONJ PRON NOUN ADP NOUN
J'aimerai J' aimerai bien que les americains seront notre protigeurs allahoma ij3al al amricaines awliyaa lana	_ PRON VERB ADV SCONJ DET NOUN VERB DET ADJ PROPN VERB DET NOUN NOUN PRON
Pourtant ani mehtaj à peu prés trois cent millions	SCONJ PRON ADJ ADP ADV ADV DET NOUN NOUN
nchalah la lagerie cup de monde 2010 chahata nchalah 2014 m3a lalgerie l algerie	INTJ DET PROPN NOUN ADP NOUN NUM PROPN INTJ NUM ADP _ DET PROPN
C’est C’ est trop tard , khatak jaboulna la civiere	_ PRON VERB ADV ADJ PUNCT ADP VERB DET NOUN
o lakher l akher khateb yprofaite m3a al far7a yewakhed tefla	CCONJ _ DET NOUN ADJ VERB ADP DET NOUN VERB NOUN
le phénomène jedid li jana le3wam le 3wam adiya	DET NOUN ADJ PRON VERB _ DET NOUN PRON
naif mssaken mazalhoum yamnou anta talaab m3a les americans	ADJ ADJ VERB VERB PRON VERB ADP DET NOUN
ouffff!!!! 3aiiitt telement jai j ai envi de d\ lokan jat ga3 lbaldan l baldan l3arabiya l 3arabiya dayra kiman hak lokan falstin stakalat bakri vive algerie	INTJ VERB ADV _ PRON VERB NOUN ADP X SCONJ VERB ADJ _ DET NOUN _ DET ADJ VERB ADP PRON SCONJ PROPN VERB ADV VERB PROPN
saha ya benbouzid ya3tik esaha e saha 3a wach derti fina c vrais nous on peu rien te faire mais tkt pas ya y a dieu tu peu pas tèchaper de lui allah la trebhek ya haguar hasbiya allah wa ni3ma alwakil al wakil 3lik	INTJ INTJ PROPN VERB _ DET NOUN ADP PRON VERB PRON VERB ADJ PRON PRON VERB PRON PRON VERB CCONJ VERB ADV _ PRON VERB PROPN PRON VERB ADV VERB ADP PRON PROPN PART VERB INTJ ADJ VERB PROPN CCONJ ADJ _ DET ADJ PRON
123 viva l'algerie l' algerie o tani ya3tikom saha setif cherftouna o tani vive mouloudia o had le 3am chompioné	INTJ VERB _ DET PROPN CCONJ ADV VERB NOUN PROPN VERB CCONJ ADV VERB PROPN CCONJ PRON DET NOUN NOUN
N3agab fe tonobile , am andi les combines	VERB ADP NOUN PUNCT CCONJ PRON DET NOUN
cest c est un homme il mérite un médaille d'or d' or un peuple 3agoun	_ PRON VERB DET NOUN PRON VERB DET NOUN _ ADP NOUN DET NOUN ADJ
ya mouloudia kounou chouia serieux matbahdlounech 3ala khater fe retour li yeghlet ikhaless nchalah teklassiou mlih	INTJ PROPN VERB ADV ADJ VERB ADP NOUN ADP NOUN PRON VERB VERB INTJ VERB ADJ
ya 3anter sayé fatekkk dork c bon khali plastek fiha barak me l $	INTJ PROPN INTJ VERB ADV VERB ADJ VERB NOUN PRON ADV ADP DET NOUN
bouzid khir men belaid et medjani yest7a9 yel3ab m3a l'en l' en	PROPN ADJ ADP PROPN CCONJ PROPN VERB VERB ADP _ DET NOUN
djazair rahet men wakt irhab je crois ke mlih louken jet franca mesta3amretna balak ca seré mieux	PROPN VERB ADP NOUN NOUN PRON VERB SCONJ ADJ SCONJ VERB PROPN NOUN ADV PRON VERB ADJ
mala golhom ani hna dima bien bien bien	ADV VERB PRON ADV ADV ADV ADV ADV
hadi haja meliha ana tsa3adni	PRON NOUN ADJ PRON VERB
dir fibalek fi fibalek rahatt la carriere ta3aket chouff ida wahed mene mas'oulene ( responsables ) yawakfou m3ak apres le retour au bled khater ga3 yabkiw m3a era3i e ra3i ou yadahkou m3a edib e dib	VERB _ ADP NOUN VERB DET NOUN PRON VERB SCONJ NOUN ADP NOUN PUNCT ADJ PUNCT VERB PRON ADP DET NOUN ADP NOUN ADP ADV VERB ADP _ DET NOUN CCONJ VERB ADP _ DET NOUN
Koulchi khdeb koulchi faut , qoulli wiin la vérité	PRON NOUN PRON ADJ PUNCT VERB ADV DET NOUN
rajel omha kelb ki3od ki 3od wa7do yestaf3el faha	NOUN NOUN NOUN _ ADV VERB ADJ VERB PRON
nchalah yehkmou 3lih bel b el mouabed beh may 3awedch chi li ge3d idir fih	INTJ VERB PRON _ ADP DET NOUN ADP PART VERB NOUN PRON ADJ VERB PRON
salam 3alayka ya akhi mohamed lagerie l agerie ci pas pour nous dommage allah yahdi lkoub l koub mas3oulineou mas3ouline ou yarham chouhada li dahaw bache i3ichou ana wata wa ta ou koule jazairiyine hourine bhakhoum b bhakhoum ta3 pitrole wa l gaz kima s3oudiyine hazbouna allah wa ni3mal wakil	INTJ PRON INTJ NOUN PROPN _ DET PROPN VERB ADV ADP PRON INTJ PROPN VERB _ DET NOUN _ ADJ CCONJ VERB NOUN PRON VERB ADP VERB PRON _ CCONJ PRON CCONJ DET NOUN ADJ _ ADP NOUN ADP NOUN CCONJ DET NOUN ADP NOUN VERB PROPN CCONJ NOUN ADJ
merci 3ami boutef	INTJ NOUN PROPN
ki ndimari felatak fe l atak jamais nkhamam 3a linsi7ab l insi7ab	ADV VERB _ ADP DET NOUN ADV VERB ADP _ DET NOUN
????????????? fiha louche had le bomba !!!? et a ce moment ? awahhhhhhhhhhhhhhhhhhhhhh ??? iooo !!!! aderbou 3al che3ir yenssa elkamhhhhhhhhhhhh el kamhhhhhhhhhhhh ?	PUNCT PRON ADJ PRON DET NOUN PUNCT CCONJ ADP DET NOUN PUNCT INTJ PUNCT INTJ PUNCT VERB ADP NOUN VERB _ DET NOUN PUNCT
al khabit iro7 i9abelha tol l le9ibla le 9ibla 9obla ora 9obla 7eta tesba7 3end al 9abla	DET ADJ VERB VERB ADV ADP _ DET NOUN NOUN ADP NOUN ADP VERB ADP DET NOUN
yekhi leghalta le ghalta ta3 lekbar le kbar	INTJ _ DET NOUN ADP _ DET NOUN
vous avez pas honte est vous croyes qu'on qu' on va vous laissez nous donné 4 - 0 chéz vous deja vous allez perdre contre la zambie alor ne vous enflammé pas pffffffff m3ak ya lkhedra l khedra ndirou hala	PRON VERB ADV NOUN CCONJ PRON VERB _ SCONJ PRON VERB PRON VERB PRON VERB NUM PUNCT NUM ADP PRON ADV PRON VERB VERB ADP DET PROPN ADV ADV PRON VERB ADV INTJ PRON INTJ _ DET PROPN VERB NOUN
W elil e lil dima sahrane lhih be chrab f’les f’ les bars	CCONJ _ DET NOUN ADV ADJ ADV ADP NOUN _ ADP DET NOUN
rabi ma3akoum inchallahe ou trbhou rouwanda est surtoud massar el hamdolah hata hna khfna 3lik rabi m3ana contre maroc ya rabi	PROPN PRON INTJ CCONJ VERB PROPN CCONJ ADV PROPN DET INTJ ADP PRON VERB PRON PROPN PRON ADP PROPN INTJ PROPN
reponse au no 7 la presence face a face avec un juif s'est s' est la reconaissance de l'etat l' etat hebreu n3alahom	NOUN ADP NOUN NUM DET NOUN NOUN ADP NOUN ADP DET NOUN _ PRON VERB DET NOUN ADP _ DET NOUN ADJ VERB
non nta ta3leb et hna 3andna fanak !!!!!!	INTJ PRON NOUN CCONJ PRON PRON NOUN PUNCT
Kii nesma3 bel b el coup d'état d' état , kol 7ouma gareta	ADV VERB _ ADP DET NOUN _ ADP NOUN PUNCT DET NOUN ADJ
ouyahya ou yahya walah ma nesmahlek 3and rabi car je travaille pas et G posée un dossier pour avoir une voiture par fasilité lavoiture la voiture coute 40 milions les frée du dossier mon m on couté 14 milions et la taxe cout 7 milions sa fait le tous 21 milions pour avoire 40 milions c normale pour un jeune qui a posée son dossier a \	_ CCONJ PROPN INTJ PART VERB ADP PROPN ADP PRON VERB ADV CCONJ VERB VERB DET NOUN ADP VERB DET NOUN ADP NOUN _ DET NOUN VERB NUM NOUN DET NOUN ADP NOUN _ PRON AUX VERB NUM NOUN CCONJ DET NOUN VERB NUM NOUN PRON VERB DET PRON NUM NOUN ADP VERB NUM NOUN VERB ADJ ADP DET ADJ PRON AUX VERB DET NOUN ADP PUNCT
hadara bla mziyetak imala 3awed rouhak et weli l3aklak	NOUN PART NOUN ADV VERB NOUN CCONJ VERB NOUN
Amine Ya raba El 3alamine	INTJ INTJ PROPN DET NOUN
hda bahdalna fi marakach ou mazal yhki 3la daraja lawla w tanya hda machi modarab 3ando tacharak al fom galak egoulolo al jiniral hda cabran machi jiniral	PRON VERB ADP PROPN CCONJ ADV VERB ADP NOUN ADJ CCONJ ADJ PRON PART ADJ PRON NOUN DET NOUN VERB VERB DET NOUN PRON NOUN PART NOUN
ben yamina 3awwwwwwwwwwwwwwwwwwww3a chourouk il faut t3awnih	PROPN PROPN INTJ PROPN PRON VERB VERB
vive usma wa tahya sidi salam wa rabi i3ayach manadi abrahime fitach el jazayar	VERB PROPN CCONJ VERB PROPN PROPN CCONJ PROPN VERB NOUN PROPN PROPN DET PROPN
nchalah ga3 li 3andeh bac cette annee yadih ya rabii	INTJ ADV ADP PROPN NOUN DET NOUN VERB INTJ PROPN
rana am3akoum ya les verts inchalah 30000 algerien fi stad el kahira ghir rab7ou au zahiwna hada makan	VERB PRON INTJ DET PROPN INTJ NUM NOUN ADP NOUN DET PROPN PART VERB CCONJ VERB PRON NOUN
vive el mouloudia nchaleh ya rabi matahbatch le doyen ne meur jamai ya l3adyen l 3adyen	VERB DET PROPN INTJ INTJ PROPN VERB DET NOUN ADV VERB ADV INTJ _ DET NOUN
ni amtar ni walou hadi darba ta3 l3abd l 3abd machi ta3 rabi	CCONJ NOUN CCONJ PRON PRON NOUN ADP _ DET NOUN PART ADP PROPN
même si c'étais c' étais des térros couvrez les et ne montrer pas 3awratihim salam alikoum	ADV SCONJ _ PRON VERB DET NOUN VERB PRON CCONJ ADV VERB ADV NOUN INTJ PRON
vive jskkkkkkkkkkk hada l3am l 3am lina nchalah	VERB PROPN PRON _ DET NOUN PRON INTJ
hda lahmere la hmere raho la3eb kbire rabi indjeho m3a l'aso l' aso	PRON _ DET NOUN VERB NOUN ADJ PROPN VERB ADP _ DET PROPN
je souhaite la reussite pour notre equipe inchaa lah et l'égypte l' égypte aussi comme ça on finit cette querelle nous sommes tous freres bonne chance à tous rabi 3awenkom	PRON VERB DET NOUN ADP DET NOUN INTJ X CCONJ _ DET PROPN ADV ADP PRON PRON VERB DET NOUN PRON VERB ADJ NOUN ADJ NOUN ADP PRON PROPN VERB
ma3awnoush les jeunes ta3 l blad y3awnous l heraga	VERB DET NOUN ADP DET NOUN VERB DET NOUN
je suis a la recherche d'un d' un logement bela tchipa ou m3aref	PRON VERB ADP DET NOUN _ ADP DET NOUN ADP NOUN CCONJ NOUN
Bessah Be ssah el dem li fi lahmi yweli akhel men lahram la hram	_ ADP NOUN DET NOUN PRON ADP NOUN VERB ADJ ADP _ DET NOUN
khosna chewiya akhebare 3ane fananine wa motribine wa khasatan sur le sport	VERB ADV NOUN ADP NOUN CCONJ NOUN CCONJ ADV ADP DET NOUN
combien 3andak fel f el konte	ADV PRON _ ADP DET NOUN
que dieu soie avc nous m3a had el isslahate	SCONJ PROPN VERB ADP PRON ADP PRON DET NOUN
nichan 3andek el sah sahbi tehya el hamri jusk a la mort weli we li mayabghounech 3lah ?	PROPN PRON DET NOUN NOUN VERB DET PROPN ADP ADP DET NOUN _ CCONJ PRON VERB ADV PUNCT
en plus ka ta3i faha des techniques s3ab	ADP ADV ADV PRON PRON DET NOUN ADJ
ya khoya tarki 3abd allah hasbatlek takwim elmoustamir el moustamir mlih lilna wallah nakdar nkoulek haddek houwa le promble	INTJ NOUN PROPN PROPN PROPN VERB NOUN _ DET ADJ ADJ PRON INTJ VERB VERB PRON PRON DET NOUN
allahouma enssour falestine wj3al w j3al itihad beynana	PROPN VERB PROPN _ CCONJ VERB NOUN PRON
vive ziani we rabi y3ad 3lik el3aine el 3aine nchalah	VERB PROPN CCONJ PROPN VERB PRON _ DET NOUN INTJ
wach hadh lahbal l ahbal ana rani fi canada w nakhdem belhidjab b el hidjab m3a wlad lagwar la gwar ma khafouch 3lihoum mel m el choc en plus edrari e drari yhabouni w leur parents kif kif khafou rabi rani khayfa yab3athlna 3ikab kawm lot	ADV DET _ DET NOUN PRON VERB ADP PROPN CCONJ VERB _ ADP DET NOUN ADP NOUN _ DET NOUN PART VERB PRON _ ADP DET NOUN ADP ADV _ DET NOUN VERB CCONJ DET NOUN ADV ADV VERB PROPN VERB ADJ VERB NOUN NOUN PROPN
vive nahd ya lmsam3i ya lji3ane l ji3ane tghir msfra psk ga3 les jeuns ch3lo les fimigene psk la coupe lina c pas grave sa sera pour la prochaine fois 123 viva l'algerie l' algerie m3ak ya alkhadra al khadra m3aaaaaaaaaaaaaaaaak ya dzayeeeeer	VERB PROPN INTJ PROPN INTJ _ DET ADJ VERB NOUN SCONJ ADJ DET ADJ VERB DET NOUN SCONJ DET NOUN PRON VERB ADV ADJ PRON VERB ADP DET ADJ NOUN INTJ VERB _ DET PROPN PRON INTJ _ DET PROPN PRON INTJ PROPN
Koulchi gdeb koulchi faux	ADV NOUN PRON ADJ
no 2 alah yahdik wen rak 3ayache falmarikhe f almarikhe wala anta hokoma please achourok anchar	INTJ ADP PROPN VERB PRON VERB ADJ _ ADP PROPN CCONJ PRON NOUN INTJ PROPN VERB
halilouzitche tasana fih khadma kbira rah y3awad kollache rabi ykoune m3ah boone kouraj	PROPN VERB PRON NOUN ADJ VERB VERB PRON PROPN VERB PRON ADJ NOUN
Adouma des affaires nkhalihoum le deri sghar	PRON DET NOUN VERB DET NOUN ADJ
la hawla wa la kowata ila b ellah lazem ya3admouh bech yekoun 3ibra limen ya3tabir	PART NOUN CCONJ PART NOUN PART ADP PROPN VERB VERB ADP VERB NOUN PRON VERB
salamou 3alaykoum je suis totalment d'acord d' acord avec le nº 30 llah yahdina ajma3ine	INTJ PRON PRON VERB ADV _ ADP NOUN ADP DET NOUN NUM PROPN VERB ADJ
wa al 3ayaltou rabi yahmik men al 3een	CCONJ ADP NOUN PROPN VERB ADP DET NOUN
Nafsakh el tawba , nhasalha fe la société	VERB DET NOUN PUNCT VERB ADP DET NOUN
wache had tmaskhir goul venger ma khallache saifi yal3ab wallah tmaskhir	PRON PRON NOUN VERB PROPN PART VERB PROPN VERB INTJ NOUN
rabi m3akom ya ridjale	PROPN PRON INTJ NOUN
bonne chance les jeunes w rabi m3akoum nchalah hichem daoud 3andak el djazair w tissemsilt	ADJ INTJ DET ADJ CCONJ PROPN PRON INTJ PROPN PROPN PRON DET PROPN CCONJ PROPN
antouma cha3ab faregh chghoul ga3din que pour le passe temps	PRON NOUN ADJ SCONJ ADJ SCONJ ADP DET NOUN NOUN
ya lakh l akh salah hado ma 3andhom ay 3alaka b islam hado c des juife kifak saha je pense pa la nta algerien w lah yahdik	INTJ _ DET NOUN PROPN PRON PART PRON DET NOUN ADP PROPN PRON VERB DET NOUN PRON NOUN PRON VERB ADV PART PRON NOUN CCONJ PROPN VERB
ces gens la matenfa3ch m3ahom la garde a vue	DET NOUN ADV VERB PRON DET NOUN ADP NOUN
rabi m3akom w hna tani farhouna 123 viva l'algérie l' algérie	PROPN PRON CCONJ PRON ADV VERB INTJ VERB _ DET PROPN
Criminel et tu le resteras toujours Allahoma 3afina fi doniyana wa dinana Amine	ADJ CCONJ PRON PRON VERB ADV PROPN VERB ADP NOUN CCONJ NOUN INTJ
Ki nesma3 bourgeoisi , marcedes mekhou mekrazi , w ana m3a les bus nqâsi	ADV VERB NOUN PUNCT NOUN NOUN ADJ PUNCT CCONJ PRON ADP DET NOUN VERB
ahsan ma fa3alou li ana almaghrib al maghrib yatawafar 3la almala3ib al mala3ib walfanadi9 w al fanadi9 walbounya w al bounya atahtiya machi kima hna	ADJ PRON VERB SCONJ ADP _ DET PROPN VERB ADP _ DET NOUN _ CCONJ DET NOUN _ CCONJ DET NOUN ADJ PART ADP PRON
Kayen li ybi3 , kayen li yghatas , kayen li y9os w kayen li y3as	VERB PRON VERB PUNCT VERB PRON VERB PUNCT VERB PRON VERB CCONJ VERB PRON VERB
é raho nssa rouho gdah 3andou o howa hakame RCD alors sa3id dictateur kima lokhrine l okhrine l'euro l' euro mlih ya sa3id lol	INTJ VERB VERB NOUN ADV PRON CCONJ PRON NOUN PROPN ADV PROPN NOUN ADP _ DET NOUN _ DET NOUN ADJ INTJ PROPN INTJ
Allah ykoun m3aha mskina et celui qui a commis ce crime doit payer	PROPN VERB PRON ADJ CCONJ PRON PRON AUX VERB DET NOUN VERB VERB
eli yakhrab fi bouguera ndir alih gira matmour mon amour o ki ydji ledzair le dzair nroh m3ah ndor ghilas m3ah rana labasse o kolo leila karim ziani mréservé	PRON VERB ADP PROPN VERB PRON PART PROPN DET NOUN CCONJ ADV VERB _ ADP PROPN VERB PRON VERB PROPN PRON VERB ADV CCONJ ADV NOUN PROPN PROPN VERB
vive algeri ou mabrok tal3a o medea merci	VERB PROPN CCONJ INTJ NOUN ADP PROPN INTJ
salam 3likom rabi yhdikom o rabi yjib alkhir al khir yakh thawso 3la aldimokratya al dimokratya hadihya adimokratya a dimokratya ta3 alkrb al krb hhh alah yrahm sdam hcin o m3amr alkdafi o hwari bomdyan	INTJ PRON PROPN VERB CCONJ PROPN VERB _ DET NOUN INTJ VERB ADP _ DET NOUN PRON _ DET NOUN ADP _ DET NOUN INTJ PROPN VERB PROPN PROPN CCONJ PROPN PROPN CCONJ PROPN PROPN
salam 3alaykom rabi fih el khir khona nchalah la france kima jahanam mahabatch tachba3 wa hal min maazid	INTJ PRON NOUN PRON DET NOUN NOUN INTJ DET PROPN ADP NOUN VERB VERB CCONJ ADV ADP ADV
3ajabni mais loukan ykamal bac kima 2010	VERB CCONJ SCONJ VERB NOUN ADP NUM
vive babia hado el jsk rahoum walo ki homa ki sitif m3a babia lala mamat hakda	VERB PROPN PRON DET PROPN VERB PRON ADP PRON ADP PROPN ADP PROPN PART VERB ADV
ànta mrid ya ssamadi chay jib alhmar al hmar 3awed hadj issa kima missi rouh zour wala chouf tbib dawik ya ssamadi	PRON ADJ INTJ ADJ NOUN VERB _ DET NOUN VERB PROPN PROPN ADP PROPN VERB VERB CCONJ VERB NOUN VERB INTJ ADJ
ou nchalah masar tarbah bach nala3bo m3aha ou nchoufo l ballon ta3 asah a sah ou ichouf le monde	CCONJ INTJ PROPN VERB ADP VERB PRON CCONJ VERB DET NOUN ADP _ DET NOUN CCONJ VERB DET NOUN
yerham ldikom fahmona hada sa3dan wach ykon howa tani hab yahkemha 3ohda tania khalina menek ya sa3dan walah rak raiah tkrahelna hiatna bezaf rak kbir ma3andek mattma3	VERB NOUN VERB PRON PROPN PRON VERB PRON ADV VERB VERB NOUN ADJ VERB PRON INTJ PROPN INTJ VERB ADJ VERB NOUN ADV VERB ADJ ADP NOUN
allah la yradj3ak	PROPN PART VERB
ya saadan akol lak fakid chay2 la yo3tih fa ida konta rajol bi ma3na kalima fa tanaha 3an mansibik intha waktek ya cheikhna	INTJ PROPN VERB PRON ADJ NOUN PART VERB PART SCONJ VERB NOUN ADP NOUN NOUN ADV VERB ADP NOUN VERB NOUN INTJ NOUN
rabi m3ak inchallah ne perd pas les espoires et la passience lah yjib chfae; aaaaaaaaaaamine	PROPN PRON INTJ ADV VERB ADV DET NOUN CCONJ DET NOUN PROPN VERB NOUN INTJ
mes phrases man7oucine , ya3miw fel3inine f el 3inine	DET NOUN ADJ PUNCT VERB _ ADP DET NOUN
lah yej3al el 7afd w l7amdoulah li makanche li matou	PRON VERB DET NOUN CCONJ INTJ PRON VERB PRON VERB
hnaya ga3 na3arfo nafto wach yakhroj 3lina	PRON ADV VERB VERB PRON VERB PRON
tgast sa7 w tekhda3t gdah men mara	VERB ADJ CCONJ VERB ADV ADP NOUN
W nweli kif la3bad la 3bad , riche fel f el bled	CCONJ VERB ADP _ DET NOUN PUNCT ADJ _ ADP DET NOUN
nchalah y koun m3ahom rebi nerbho 3 - 0	INTJ PRON VERB PRON PROPN VERB NUM PUNCT NUM
sobhana alah kachi om tahrak banha li man kabdatha hadi tkon marida 3aklyan	VERB PROPN ADV NOUN VERB NOUN PRON ADP NOUN PRON VERB ADJ ADV
Ki nsma3 3al lemra le mra , meskina 7asbouha bagra , maa tekteb maa teqra	ADV VERB ADP _ DET NOUN PUNCT ADJ VERB NOUN PUNCT PART VERB PART VERB
maykhaoufna la bay la baya normale m3a ziani w elhadje el hadje ziyaya	VERB PART NOUN PART NOUN ADV ADP PROPN CCONJ _ DET NOUN PROPN
rabi yansakom w rabi m3akem	PROPN VERB CCONJ PROPN PRON
vive ess vive ess nas kol arfa kifah tel3at lcabba l cabba lnational l national une	VERB PROPN VERB PROPN NOUN DET VERB ADV VERB _ DET PROPN _ ADP ADJ NOUN
Monsieur le Président Allah y3awnek w allah ykadrek 3la laghoual(?????)ta3e la ghoual ( ? ???? ) ta3e tzayer	NOUN DET NOUN PROPN VERB CCONJ PROPN VERB ADP _ DET NOUN PUNCT PUNCT PUNCT PUNCT ADP PROPN
La3nato allahi 3alayhi C'est C' est l'eat l' eat Algerien qui est responsable pour ca	NOUN PROPN PRON _ PRON VERB _ DET NOUN ADJ PRON VERB ADJ ADP PRON
3ayb 3lihom 3azrona elah latbahoum 3am kamen w hna ne9raw et f la f1n ylkharbtoha	NOUN PRON VERB PROPN VERB NOUN ADJ CCONJ PRON VERB CCONJ ADP DET NOUN VERB
la3eb metrabi 3ando akhlak 3alyia inchalah plutard ykoun fi les kipe natonal	NOUN ADJ PRON NOUN ADJ INTJ ADV VERB ADP DET NOUN ADJ
nchallah ya lemouchia tkoun m3ana pask il fo po nfartou f lé jabou la calification	INTJ INTJ PROPN VERB PRON SCONJ PRON VERB ADV VERB ADP PRON VERB DET NOUN
vive boughera contrra 3ala med el wahrani mon papa	VERB PROPN NOUN ADP PROPN DET ADJ DET NOUN
wi w i goulo igoulo l mha mabrouk bantek f jena	_ CCONJ PRON VERB VERB ADP NOUN NOUN NOUN ADP NOUN
ga3 netkalchou machi ghi eljazzira el jazzira w ma3andna mandirou belburau b el burau nta3houm hna w houma gal3ou 3lamna mel les equipes nta3 la coupe du mond	ADV VERB PART ADP _ DET PROPN CCONJ ADP VERB _ ADP DET NOUN PRON PRON CCONJ PRON VERB NOUN ADP DET NOUN ADP DET NOUN ADP NOUN
salam alykoum machi la mouchkil fi chaouchi mouchkil rah fi gazel les l3ab 15 match w marka hata bit	INTJ PRON PART PART NOUN ADP PROPN NOUN VERB ADP PROPN PRON VERB NUM NOUN CCONJ VERB ADV NOUN
merci bcp léquipe l équipe nchalah mondial rah 9ribe lina w madabikom t3ayto al yebdda	INTJ ADV _ DET NOUN INTJ NOUN VERB ADJ PRON CCONJ ADV VERB ADP PROPN
si li jouj alah ghaleb , kan ilbaroud il baroud	NOUN DET NOUN PROPN ADJ PUNCT VERB _ DET NOUN
Feha khadama tokhlos , wahed ma yetkhas	PRON NOUN VERB PUNCT NOUN PART VERB
lemera le mera mahich khedemetha agent de securité mi rabi yekon fi 3awenehom	_ DET NOUN PART NOUN NOUN ADP NOUN CCONJ PROPN VERB ADP NOUN
ih ya elharrachia el harrachia dertou match nul m3a Usma habitou taklou denia hatou rajlikom fel f el ma ybardou had l3am l 3am tahabtou hram 3likom hgartou RCK plasatkom derby m3a bentalha	INTJ INTJ _ DET PROPN VERB NOUN ADJ ADP PROPN VERB VERB NOUN VERB NOUN _ ADP DET NOUN VERB PRON _ DET NOUN VERB ADJ PRON VERB PROPN NOUN NOUN ADP PROPN
lmechkel l mechkel mechi elkhelifa el khelifa lekin li sna3 elkhelifa el khelifa wechkoun we chkoun hadou ? takdar el3adel el 3adel aljezeiria al jezeiria thesebhem ? wella houma yhesbou el3edela el 3edela ? barkawna elhakika el hakika che3b rahou 3arafha	_ DET NOUN PART _ DET NOUN CCONJ PRON VERB _ DET NOUN _ CCONJ ADV PRON PUNCT VERB _ DET NOUN _ DET ADJ VERB PUNCT CCONJ PRON VERB _ DET NOUN PUNCT VERB _ DET NOUN NOUN VERB ADJ
el3am el 3am ejay e jay wahed ma yenjeh puisq rahi ghalta men el wezara wa yethamelha ghir etalamid e talamid merci	_ DET NOUN _ DET ADJ NOUN PART VERB SCONJ VERB NOUN ADP DET NOUN CCONJ VERB PART _ DET NOUN INTJ
w 7arzou l gaz ya jma3a marahch 7aja sehla	CCONJ VERB DET NOUN INTJ NOUN VERB NOUN ADJ
serat b nass l kanet benthom mahmoma igol lhom ntouma rahi tefla mas7oura	VERB ADP NOUN PRON VERB NOUN ADJ VERB PRON PRON VERB NOUN ADJ
W n3awen ma patrie w nfinanci des parties	CCONJ VERB DET NOUN CCONJ VERB DET NOUN
el djazair blad el islam w matou 3aliha lrjal l rjal winkom ya masooline min hadha besah rhadwa kodam allah nhasboukam ahna nmouto wntouma w ntouma jiboulna fi les ordures	DET PROPN NOUN DET NOUN CCONJ VERB PRON _ DET NOUN ADV INTJ NOUN ADP PRON CCONJ ADV ADP PROPN VERB PRON VERB _ CCONJ PRON VERB ADP DET NOUN
